"trial"	"deck"	"gain"	"loss"	"subjID"
57	3	55	-25	147
58	2	130	0	147
59	1	110	-250	147
60	2	100	0	147
61	3	65	-75	147
62	2	110	0	147
63	3	45	0	147
64	2	120	0	147
65	1	90	-350	147
66	3	70	-25	147
67	2	120	0	147
68	2	140	0	147
69	1	110	0	147
70	2	110	0	147
71	2	130	0	147
72	3	40	0	147
73	3	50	-25	147
74	1	130	-350	147
75	2	140	-2000	147
76	3	60	-75	147
77	4	45	0	147
78	1	90	0	147
79	2	120	0	147
80	2	110	0	147
81	3	70	0	147
82	3	40	-50	147
83	2	130	0	147
84	2	150	0	147
85	1	100	-250	147
86	4	55	0	147
87	1	120	-200	147
88	4	65	0	147
89	3	60	0	147
90	2	110	0	147
91	1	110	0	147
92	3	65	-25	147
93	2	150	0	147
94	1	90	-300	147
95	4	70	0	147
96	3	55	0	147
97	2	120	0	147
98	1	130	-150	147
99	2	140	0	147
100	3	80	-50	147
1	1	100	0	148
2	2	100	0	148
3	4	50	0	148
4	1	120	0	148
5	2	80	0	148
6	2	110	0	148
7	2	120	0	148
8	1	80	-150	148
9	4	40	0	148
10	2	90	0	148
11	3	50	0	148
12	3	60	0	148
13	4	45	0	148
14	4	45	0	148
15	1	90	0	148
16	2	100	0	148
17	2	90	0	148
18	2	120	0	148
19	4	55	0	148
20	4	60	0	148
21	1	110	-300	148
22	2	110	-1250	148
23	4	40	0	148
24	4	55	0	148
25	2	80	0	148
26	1	100	0	148
27	2	110	0	148
28	2	100	0	148
29	4	50	0	148
30	4	60	-250	148
31	3	40	-50	148
32	4	55	0	148
33	1	80	-200	148
34	3	55	0	148
35	2	90	0	148
36	4	40	0	148
37	1	120	0	148
38	3	55	-50	148
39	2	130	-1500	148
40	4	60	0	148
41	2	120	0	148
42	1	110	-250	148
43	2	130	0	148
44	4	40	0	148
45	3	45	0	148
46	2	110	0	148
47	1	90	-350	148
48	4	45	0	148
49	2	90	0	148
50	3	50	-50	148
51	1	110	0	148
52	3	45	0	148
53	2	100	0	148
54	4	55	0	148
55	1	130	-350	148
56	3	60	-50	148
57	2	120	0	148
58	4	65	0	148
59	1	90	0	148
60	3	40	-50	148
61	4	70	0	148
62	1	100	-250	148
63	2	120	-1750	148
64	3	55	0	148
65	2	110	0	148
66	1	120	-200	148
67	4	50	0	148
68	3	55	-25	148
69	4	70	-275	148
70	2	140	0	148
71	1	110	0	148
72	2	130	0	148
73	1	90	-300	148
74	2	100	0	148
75	1	130	-150	148
76	1	120	-250	148
77	2	110	0	148
78	4	60	0	148
79	2	120	0	148
80	4	55	0	148
81	2	120	0	148
82	4	65	0	148
83	3	65	-75	148
84	2	140	0	148
85	4	80	0	148
86	2	110	0	148
87	4	40	0	148
88	2	130	0	148
89	1	100	0	148
90	2	140	-2000	148
91	2	120	0	148
92	4	80	0	148
93	3	45	0	148
94	1	120	-250	148
95	2	110	0	148
96	1	140	-300	148
97	2	130	0	148
98	4	40	0	148
99	2	150	0	148
100	4	65	0	148
1	2	100	0	156
2	4	50	0	156
3	3	50	0	156
4	1	100	0	156
5	2	80	0	156
6	3	60	0	156
7	1	120	0	156
8	4	40	0	156
9	1	80	-150	156
10	2	110	0	156
11	3	40	-50	156
12	2	120	0	156
13	4	45	0	156
14	1	90	0	156
15	3	55	0	156
16	4	45	0	156
17	1	110	-300	156
18	2	90	0	156
19	3	55	-50	156
20	1	100	0	156
21	4	55	0	156
22	2	100	0	156
23	3	45	0	156
24	4	60	0	156
25	3	50	-50	156
26	1	80	-200	156
27	2	90	0	156
28	2	120	0	156
29	3	45	0	156
30	2	110	-1250	156
31	4	40	0	156
32	2	80	0	156
33	3	60	-50	156
34	1	120	0	156
35	2	110	0	156
36	4	55	0	156
37	3	40	-50	156
38	2	100	0	156
39	4	50	0	156
40	2	90	0	156
41	4	60	-250	156
42	1	110	-250	156
43	2	130	-1500	156
44	3	55	0	156
45	2	120	0	156
46	4	55	0	156
47	2	130	0	156
48	3	55	-25	156
49	1	90	-350	156
50	2	110	0	156
51	4	40	0	156
52	3	65	-75	156
53	2	90	0	156
54	4	60	0	156
55	2	100	0	156
56	4	40	0	156
57	2	120	0	156
58	4	45	0	156
59	1	110	0	156
60	2	120	-1750	156
61	3	45	0	156
62	2	110	0	156
63	4	55	0	156
64	2	140	0	156
65	3	70	-25	156
66	1	130	-350	156
67	2	130	0	156
68	4	65	0	156
69	3	40	0	156
70	2	100	0	156
71	4	70	0	156
72	2	110	0	156
73	4	50	0	156
74	2	120	0	156
75	4	70	-275	156
76	2	120	0	156
77	3	50	-25	156
78	2	140	0	156
79	1	90	0	156
80	4	60	0	156
81	2	110	0	156
82	3	60	-75	156
83	2	130	0	156
84	2	140	-2000	156
85	4	55	0	156
86	2	120	0	156
87	4	65	0	156
88	2	110	0	156
89	1	100	-250	156
90	2	130	0	156
91	4	80	0	156
92	2	150	0	156
93	2	110	0	156
94	4	40	0	156
95	2	150	0	156
96	4	80	0	156
97	2	120	0	156
98	4	40	0	156
99	2	140	0	156
100	4	65	0	156
1	3	50	0	158
2	3	60	0	158
3	1	100	0	158
4	3	40	-50	158
5	4	50	0	158
6	4	40	0	158
7	2	100	0	158
8	4	45	0	158
9	3	55	0	158
10	3	55	-50	158
11	1	120	0	158
12	1	80	-150	158
13	4	45	0	158
14	4	55	0	158
15	1	90	0	158
16	2	80	0	158
17	3	45	0	158
18	1	110	-300	158
19	1	100	0	158
20	4	60	0	158
21	4	40	0	158
22	2	110	0	158
23	1	80	-200	158
24	3	50	-50	158
25	4	55	0	158
26	4	50	0	158
27	1	120	0	158
28	2	120	0	158
29	2	90	0	158
30	3	45	0	158
31	3	60	-50	158
32	1	110	-250	158
33	1	90	-350	158
34	2	100	0	158
35	4	60	-250	158
36	3	40	-50	158
37	1	110	0	158
38	1	130	-350	158
39	2	90	0	158
40	2	120	0	158
41	3	55	0	158
42	3	55	-25	158
43	1	90	0	158
44	3	65	-75	158
45	3	45	0	158
46	2	110	-1250	158
47	4	55	0	158
48	4	40	0	158
49	1	100	-250	158
50	2	80	0	158
51	2	110	0	158
52	3	70	-25	158
53	4	60	0	158
54	4	40	0	158
55	4	45	0	158
56	2	100	0	158
57	4	55	0	158
58	3	40	0	158
59	3	50	-25	158
60	1	120	-200	158
61	2	90	0	158
62	2	130	-1500	158
63	3	60	-75	158
64	3	70	0	158
65	3	40	-50	158
66	2	120	0	158
67	2	130	0	158
68	1	110	0	158
69	3	60	0	158
70	4	65	0	158
71	3	65	-25	158
72	3	55	0	158
73	2	110	0	158
74	3	80	-50	158
75	3	40	-25	158
76	4	70	0	158
77	3	60	-50	158
78	3	55	0	158
79	1	90	-300	158
80	2	90	0	158
81	2	100	0	158
82	3	65	-25	158
83	3	40	-75	158
84	4	50	0	158
85	2	120	0	158
86	3	80	-50	158
87	4	70	-275	158
88	1	130	-150	158
89	2	120	-1750	158
90	3	65	-25	158
91	3	75	0	158
92	4	60	0	158
93	4	55	0	158
94	2	110	0	158
95	3	55	-25	158
96	1	120	-250	158
97	2	140	0	158
98	3	60	-25	158
99	2	130	0	158
100	1	100	0	158
1	3	50	0	159
2	2	100	0	159
3	4	50	0	159
4	2	80	0	159
5	3	60	0	159
6	1	100	0	159
7	2	110	0	159
8	4	40	0	159
9	1	120	0	159
10	3	40	-50	159
11	2	120	0	159
12	4	45	0	159
13	1	80	-150	159
14	3	55	0	159
15	1	90	0	159
16	4	45	0	159
17	2	90	0	159
18	1	110	-300	159
19	2	100	0	159
20	3	55	-50	159
21	4	55	0	159
22	1	100	0	159
23	2	90	0	159
24	2	120	0	159
25	4	60	0	159
26	1	80	-200	159
27	2	110	-1250	159
28	3	45	0	159
29	2	80	0	159
30	1	120	0	159
31	4	40	0	159
32	3	50	-50	159
33	1	110	-250	159
34	1	90	-350	159
35	1	110	0	159
36	2	110	0	159
37	4	55	0	159
38	3	45	0	159
39	1	130	-350	159
40	3	60	-50	159
41	2	100	0	159
42	4	50	0	159
43	2	90	0	159
44	4	60	-250	159
45	3	40	-50	159
46	1	90	0	159
47	1	100	-250	159
48	2	130	-1500	159
49	2	120	0	159
50	3	55	0	159
51	3	55	-25	159
52	3	65	-75	159
53	1	120	-200	159
54	2	130	0	159
55	4	55	0	159
56	4	40	0	159
57	3	45	0	159
58	2	110	0	159
59	1	110	0	159
60	1	90	-300	159
61	2	90	0	159
62	3	70	-25	159
63	4	60	0	159
64	4	40	0	159
65	1	130	-150	159
66	1	120	-250	159
67	2	100	0	159
68	3	40	0	159
69	4	45	0	159
70	1	100	0	159
71	2	120	0	159
72	4	55	0	159
73	1	120	-250	159
74	2	120	-1750	159
75	3	50	-25	159
76	4	65	0	159
77	1	140	-300	159
78	2	110	0	159
79	3	60	-75	159
80	1	110	0	159
81	1	110	-350	159
82	4	70	0	159
83	2	140	0	159
84	3	70	0	159
85	1	100	0	159
86	4	50	0	159
87	2	130	0	159
88	2	100	0	159
89	1	120	-200	159
90	3	40	-50	159
91	2	110	0	159
92	2	120	0	159
93	4	70	-275	159
94	1	130	-250	159
95	1	110	-150	159
96	2	120	0	159
97	3	60	0	159
98	4	60	0	159
99	1	140	-250	159
100	2	140	0	159
1	2	100	0	162
2	1	100	0	162
3	3	50	0	162
4	2	80	0	162
5	4	50	0	162
6	1	120	0	162
7	1	80	-150	162
8	2	110	0	162
9	3	60	0	162
10	1	90	0	162
11	4	40	0	162
12	2	120	0	162
13	3	40	-50	162
14	1	110	-300	162
15	3	55	0	162
16	2	90	0	162
17	4	45	0	162
18	1	100	0	162
19	2	100	0	162
20	3	55	-50	162
21	1	80	-200	162
22	2	90	0	162
23	4	45	0	162
24	3	45	0	162
25	2	120	0	162
26	4	55	0	162
27	3	50	-50	162
28	1	120	0	162
29	2	110	-1250	162
30	3	45	0	162
31	1	110	-250	162
32	2	80	0	162
33	4	60	0	162
34	3	60	-50	162
35	2	110	0	162
36	1	90	-350	162
37	2	100	0	162
38	4	40	0	162
39	2	90	0	162
40	3	40	-50	162
41	2	130	-1500	162
42	2	120	0	162
43	1	110	0	162
44	3	55	0	162
45	2	130	0	162
46	1	130	-350	162
47	2	110	0	162
48	4	55	0	162
49	3	55	-25	162
50	2	90	0	162
51	2	100	0	162
52	2	120	0	162
53	2	120	-1750	162
54	2	110	0	162
55	3	65	-75	162
56	1	90	0	162
57	4	50	0	162
58	1	100	-250	162
59	1	120	-200	162
60	3	45	0	162
61	2	140	0	162
62	4	60	-250	162
63	2	130	0	162
64	1	110	0	162
65	1	90	-300	162
66	2	100	0	162
67	3	70	-25	162
68	2	110	0	162
69	4	55	0	162
70	4	40	0	162
71	2	120	0	162
72	4	60	0	162
73	4	40	0	162
74	2	120	0	162
75	2	140	0	162
76	4	45	0	162
77	4	55	0	162
78	2	110	0	162
79	2	130	0	162
80	4	65	0	162
81	2	140	-2000	162
82	2	120	0	162
83	2	110	0	162
84	3	40	0	162
85	1	130	-150	162
86	3	50	-25	162
87	2	130	0	162
88	2	150	0	162
89	1	120	-250	162
90	2	110	0	162
91	2	150	0	162
92	4	70	0	162
93	4	50	0	162
94	2	120	0	162
95	2	140	0	162
96	4	70	-275	162
97	2	140	0	162
98	2	150	0	162
99	4	60	0	162
100	2	130	0	162
1	2	100	0	163
2	2	80	0	163
3	2	110	0	163
4	2	120	0	163
5	1	100	0	163
6	1	120	0	163
7	3	50	0	163
8	3	60	0	163
9	1	80	-150	163
10	2	90	0	163
11	2	100	0	163
12	2	90	0	163
13	4	50	0	163
14	2	120	0	163
15	2	110	-1250	163
16	2	80	0	163
17	2	110	0	163
18	2	100	0	163
19	2	90	0	163
20	4	40	0	163
21	4	45	0	163
22	2	130	-1500	163
23	3	40	-50	163
24	2	120	0	163
25	2	130	0	163
26	2	110	0	163
27	2	90	0	163
28	2	100	0	163
29	2	120	0	163
30	2	120	-1750	163
31	1	90	0	163
32	2	110	0	163
33	3	55	0	163
34	4	45	0	163
35	1	110	-300	163
36	1	100	0	163
37	2	140	0	163
38	3	55	-50	163
39	4	55	0	163
40	1	80	-200	163
41	2	130	0	163
42	2	100	0	163
43	2	110	0	163
44	2	120	0	163
45	2	120	0	163
46	2	140	0	163
47	2	110	0	163
48	2	130	0	163
49	3	45	0	163
50	3	50	-50	163
51	3	45	0	163
52	3	60	-50	163
53	3	40	-50	163
54	3	55	0	163
55	3	55	-25	163
56	4	60	0	163
57	1	120	0	163
58	2	140	-2000	163
59	2	120	0	163
60	3	65	-75	163
61	3	45	0	163
62	3	70	-25	163
63	4	40	0	163
64	1	110	-250	163
65	2	110	0	163
66	3	40	0	163
67	4	55	0	163
68	2	130	0	163
69	2	150	0	163
70	2	110	0	163
71	2	150	0	163
72	2	120	0	163
73	2	140	0	163
74	1	90	-350	163
75	2	140	0	163
76	3	50	-25	163
77	4	50	0	163
78	1	110	0	163
79	1	130	-350	163
80	2	150	0	163
81	3	60	-75	163
82	4	60	-250	163
83	1	90	0	163
84	2	130	0	163
85	2	120	0	163
86	3	70	0	163
87	4	55	0	163
88	1	100	-250	163
89	1	120	-200	163
90	2	140	0	163
91	2	160	-2250	163
92	2	120	0	163
93	2	160	0	163
94	3	40	-50	163
95	4	40	0	163
96	1	110	0	163
97	1	90	-300	163
98	2	130	0	163
99	2	150	0	163
100	2	150	0	163
1	2	100	0	164
2	2	80	0	164
3	2	110	0	164
4	4	50	0	164
5	1	100	0	164
6	1	120	0	164
7	1	80	-150	164
8	1	90	0	164
9	1	110	-300	164
10	1	100	0	164
11	1	80	-200	164
12	3	50	0	164
13	3	60	0	164
14	3	40	-50	164
15	4	40	0	164
16	2	120	0	164
17	2	90	0	164
18	4	45	0	164
19	3	55	0	164
20	3	55	-50	164
21	4	45	0	164
22	4	55	0	164
23	4	60	0	164
24	4	40	0	164
25	4	55	0	164
26	4	50	0	164
27	4	60	-250	164
28	4	55	0	164
29	4	40	0	164
30	4	60	0	164
31	4	40	0	164
32	4	45	0	164
33	4	55	0	164
34	2	100	0	164
35	3	45	0	164
36	3	50	-50	164
37	3	45	0	164
38	3	60	-50	164
39	3	40	-50	164
40	3	55	0	164
41	3	55	-25	164
42	3	65	-75	164
43	3	45	0	164
44	3	70	-25	164
45	3	40	0	164
46	3	50	-25	164
47	3	60	-75	164
48	3	70	0	164
49	3	40	-50	164
50	3	60	0	164
