"trial"	"deck"	"gain"	"loss"	"subjID"
35	2	120	0	104
36	3	55	-50	104
37	1	110	0	104
38	2	130	0	104
39	4	40	0	104
40	1	130	-350	104
41	4	55	0	104
42	4	50	0	104
43	4	60	-250	104
44	1	90	0	104
45	1	100	-250	104
46	1	120	-200	104
47	4	55	0	104
48	1	110	0	104
49	2	110	0	104
50	4	40	0	104
51	1	90	-300	104
52	2	90	0	104
53	3	45	0	104
54	4	60	0	104
55	2	100	0	104
56	3	50	-50	104
57	1	130	-150	104
58	1	120	-250	104
59	1	100	0	104
60	2	120	0	104
61	3	45	0	104
62	4	40	0	104
63	3	60	-50	104
64	2	120	-1750	104
65	1	120	-250	104
66	4	45	0	104
67	1	140	-300	104
68	1	110	0	104
69	4	55	0	104
70	3	40	-50	104
71	1	110	-350	104
72	1	100	0	104
73	4	65	0	104
74	3	55	0	104
75	2	110	0	104
76	1	120	-200	104
77	4	70	0	104
78	3	55	-25	104
79	1	130	-250	104
80	4	50	0	104
81	1	110	-150	104
82	2	140	0	104
83	4	70	-275	104
84	1	140	-250	104
85	4	60	0	104
86	3	65	-75	104
87	1	120	0	104
88	1	130	-350	104
89	2	130	0	104
90	2	100	0	104
91	2	110	0	104
92	4	55	0	104
93	4	65	0	104
94	2	120	0	104
95	4	80	0	104
96	2	120	0	104
97	4	40	0	104
98	2	140	0	104
99	4	80	0	104
100	2	110	0	104
1	2	100	0	114
2	1	100	0	114
3	2	80	0	114
4	4	50	0	114
5	4	40	0	114
6	2	110	0	114
7	2	120	0	114
8	1	120	0	114
9	4	45	0	114
10	1	80	-150	114
11	4	45	0	114
12	2	90	0	114
13	4	55	0	114
14	2	100	0	114
15	4	60	0	114
16	2	90	0	114
17	4	40	0	114
18	2	120	0	114
19	4	55	0	114
20	2	110	-1250	114
21	3	50	0	114
22	1	90	0	114
23	4	50	0	114
24	3	60	0	114
25	3	40	-50	114
26	1	110	-300	114
27	4	60	-250	114
28	3	55	0	114
29	3	55	-50	114
30	4	55	0	114
31	1	100	0	114
32	3	45	0	114
33	2	80	0	114
34	4	40	0	114
35	1	80	-200	114
36	3	50	-50	114
37	2	110	0	114
38	4	60	0	114
39	2	100	0	114
40	2	90	0	114
41	2	130	-1500	114
42	4	40	0	114
43	3	45	0	114
44	2	120	0	114
45	4	45	0	114
46	3	60	-50	114
47	2	130	0	114
48	4	55	0	114
49	2	110	0	114
50	3	40	-50	114
51	2	90	0	114
52	4	65	0	114
53	2	100	0	114
54	4	70	0	114
55	2	120	0	114
56	4	50	0	114
57	2	120	-1750	114
58	4	70	-275	114
59	3	55	0	114
60	1	120	0	114
61	1	110	-250	114
62	2	110	0	114
63	2	140	0	114
64	4	60	0	114
65	1	90	-350	114
66	2	130	0	114
67	3	55	-25	114
68	2	100	0	114
69	4	55	0	114
70	2	110	0	114
71	4	65	0	114
72	2	120	0	114
73	4	80	0	114
74	2	120	0	114
75	4	40	0	114
76	2	140	0	114
77	4	80	0	114
78	2	110	0	114
79	4	40	0	114
80	2	130	0	114
81	4	65	0	114
82	2	140	-2000	114
83	4	55	-300	114
84	4	60	0	114
85	2	120	0	114
86	4	65	0	114
87	2	110	0	114
88	3	65	-75	114
89	2	130	0	114
90	4	75	0	114
91	4	60	0	114
92	2	150	0	114
93	4	65	0	114
94	4	75	-325	114
95	2	110	0	114
96	2	150	0	114
97	4	85	0	114
98	2	120	0	114
99	4	45	0	114
100	4	55	0	114
1	1	100	0	115
2	3	50	0	115
3	3	60	0	115
4	4	50	0	115
5	3	40	-50	115
6	4	40	0	115
7	2	100	0	115
8	4	45	0	115
9	2	80	0	115
10	1	120	0	115
11	4	45	0	115
12	3	55	0	115
13	4	55	0	115
14	1	80	-150	115
15	2	110	0	115
16	1	90	0	115
17	4	60	0	115
18	4	40	0	115
19	4	55	0	115
20	1	110	-300	115
21	2	120	0	115
22	4	50	0	115
23	4	60	-250	115
24	3	55	-50	115
25	4	55	0	115
26	4	40	0	115
27	2	90	0	115
28	1	100	0	115
29	2	100	0	115
30	1	80	-200	115
31	4	60	0	115
32	1	120	0	115
33	3	45	0	115
34	4	40	0	115
35	1	110	-250	115
36	2	90	0	115
37	2	120	0	115
38	4	45	0	115
39	3	50	-50	115
40	1	90	-350	115
41	3	45	0	115
42	2	110	-1250	115
43	4	55	0	115
44	4	65	0	115
45	1	110	0	115
46	3	60	-50	115
47	4	70	0	115
48	1	130	-350	115
49	2	80	0	115
50	4	50	0	115
51	1	90	0	115
52	3	40	-50	115
53	1	100	-250	115
54	4	70	-275	115
55	4	60	0	115
56	1	120	-200	115
57	3	55	0	115
58	3	55	-25	115
59	3	65	-75	115
60	3	45	0	115
61	3	70	-25	115
62	3	40	0	115
63	3	50	-25	115
64	1	110	0	115
65	3	60	-75	115
66	3	70	0	115
67	3	40	-50	115
68	1	90	-300	115
69	3	60	0	115
70	3	65	-25	115
71	3	55	0	115
72	3	80	-50	115
73	1	130	-150	115
74	4	55	0	115
75	3	40	-25	115
76	1	120	-250	115
77	2	110	0	115
78	1	100	0	115
79	2	100	0	115
80	3	60	-50	115
81	3	55	0	115
82	2	90	0	115
83	3	65	-25	115
84	1	120	-250	115
85	4	65	0	115
86	3	40	-75	115
87	4	80	0	115
88	4	40	0	115
89	4	80	0	115
90	4	40	0	115
91	1	140	-300	115
92	4	65	0	115
93	4	55	-300	115
94	4	60	0	115
95	3	80	-50	115
96	1	110	0	115
97	3	65	-25	115
98	4	65	0	115
99	4	75	0	115
100	3	75	0	115
1	3	50	0	116
2	2	100	0	116
3	1	100	0	116
4	4	50	0	116
5	4	40	0	116
6	3	60	0	116
7	2	80	0	116
8	1	120	0	116
9	1	80	-150	116
10	2	110	0	116
11	3	40	-50	116
12	2	120	0	116
13	2	90	0	116
14	2	100	0	116
15	2	90	0	116
16	2	120	0	116
17	2	110	-1250	116
18	4	45	0	116
19	4	45	0	116
20	4	55	0	116
21	4	60	0	116
22	4	40	0	116
23	4	55	0	116
24	4	50	0	116
25	4	60	-250	116
26	2	80	0	116
27	2	110	0	116
28	1	90	0	116
29	4	55	0	116
30	1	110	-300	116
31	2	100	0	116
32	2	90	0	116
33	2	130	-1500	116
34	3	55	0	116
35	3	55	-50	116
36	4	40	0	116
37	4	60	0	116
38	4	40	0	116
39	1	100	0	116
40	2	120	0	116
41	2	130	0	116
42	3	45	0	116
43	3	50	-50	116
44	3	45	0	116
45	2	110	0	116
46	2	90	0	116
47	4	45	0	116
48	1	80	-200	116
49	2	100	0	116
50	2	120	0	116
51	2	120	-1750	116
52	2	110	0	116
53	3	60	-50	116
54	4	55	0	116
55	3	40	-50	116
56	4	65	0	116
57	4	70	0	116
58	3	55	0	116
59	3	55	-25	116
60	2	140	0	116
61	1	120	0	116
62	4	50	0	116
63	4	70	-275	116
64	3	65	-75	116
65	1	110	-250	116
66	2	130	0	116
67	2	100	0	116
68	1	90	-350	116
69	4	60	0	116
70	1	110	0	116
71	3	45	0	116
72	3	70	-25	116
73	1	130	-350	116
74	3	40	0	116
75	1	90	0	116
76	1	100	-250	116
77	1	120	-200	116
78	1	110	0	116
79	2	110	0	116
80	3	50	-25	116
81	3	60	-75	116
82	1	90	-300	116
83	3	70	0	116
84	1	130	-150	116
85	2	120	0	116
86	2	120	0	116
87	3	40	-50	116
88	4	55	0	116
89	3	60	0	116
90	3	65	-25	116
91	3	55	0	116
92	3	80	-50	116
93	1	120	-250	116
94	1	100	0	116
95	2	140	0	116
96	3	40	-25	116
97	3	60	-50	116
98	4	65	0	116
99	2	110	0	116
100	2	130	0	116
1	2	100	0	117
2	2	80	0	117
3	2	110	0	117
4	2	120	0	117
5	2	90	0	117
6	2	100	0	117
7	2	90	0	117
8	2	120	0	117
9	2	110	-1250	117
10	3	50	0	117
11	2	80	0	117
12	4	50	0	117
13	1	100	0	117
14	1	120	0	117
15	1	80	-150	117
16	1	90	0	117
17	1	110	-300	117
18	2	110	0	117
19	3	60	0	117
20	3	40	-50	117
21	4	40	0	117
22	3	55	0	117
23	4	45	0	117
24	4	45	0	117
25	4	55	0	117
26	3	55	-50	117
27	4	60	0	117
28	3	45	0	117
29	3	50	-50	117
30	4	40	0	117
31	2	100	0	117
32	3	45	0	117
33	2	90	0	117
34	3	60	-50	117
35	1	100	0	117
36	2	130	-1500	117
37	1	80	-200	117
38	2	120	0	117
39	3	40	-50	117
40	2	130	0	117
41	4	55	0	117
42	3	55	0	117
43	4	50	0	117
44	4	60	-250	117
45	3	55	-25	117
46	4	55	0	117
47	3	65	-75	117
48	4	40	0	117
49	2	110	0	117
50	3	45	0	117
51	2	90	0	117
52	4	60	0	117
53	3	70	-25	117
54	4	40	0	117
55	2	100	0	117
56	3	40	0	117
57	4	45	0	117
58	3	50	-25	117
59	4	55	0	117
60	1	120	0	117
61	3	60	-75	117
62	2	120	0	117
63	1	110	-250	117
64	2	120	-1750	117
65	2	110	0	117
66	1	90	-350	117
67	2	140	0	117
68	2	130	0	117
69	2	100	0	117
70	2	110	0	117
71	3	70	0	117
72	4	65	0	117
73	3	40	-50	117
74	4	70	0	117
75	4	50	0	117
76	3	60	0	117
77	4	70	-275	117
78	3	65	-25	117
79	4	60	0	117
80	3	55	0	117
81	4	55	0	117
82	3	80	-50	117
83	4	65	0	117
84	3	40	-25	117
85	2	120	0	117
86	2	120	0	117
87	2	140	0	117
88	3	60	-50	117
89	3	55	0	117
90	4	80	0	117
91	4	40	0	117
92	3	65	-25	117
93	3	40	-75	117
94	3	80	-50	117
95	3	65	-25	117
96	3	75	0	117
97	3	55	-25	117
98	3	60	-25	117
99	3	70	-25	117
100	3	65	0	117
1	1	100	0	118
2	2	100	0	118
3	3	50	0	118
4	4	50	0	118
5	2	80	0	118
6	1	120	0	118
7	1	80	-150	118
8	2	110	0	118
9	2	120	0	118
10	2	90	0	118
11	2	100	0	118
12	2	90	0	118
13	2	120	0	118
14	2	110	-1250	118
15	3	60	0	118
16	4	40	0	118
17	3	40	-50	118
18	2	80	0	118
19	2	110	0	118
20	2	100	0	118
21	2	90	0	118
22	2	130	-1500	118
23	1	90	0	118
24	1	110	-300	118
25	3	55	0	118
26	3	55	-50	118
27	3	45	0	118
28	3	50	-50	118
29	3	45	0	118
30	4	45	0	118
31	4	45	0	118
32	4	55	0	118
33	4	60	0	118
34	4	40	0	118
35	4	55	0	118
36	4	50	0	118
37	4	60	-250	118
38	4	55	0	118
39	1	100	0	118
40	2	120	0	118
41	4	40	0	118
42	3	60	-50	118
43	4	60	0	118
44	4	40	0	118
45	1	80	-200	118
46	2	130	0	118
47	3	40	-50	118
48	4	45	0	118
49	4	55	0	118
50	4	65	0	118
51	2	110	0	118
52	4	70	0	118
53	4	50	0	118
54	4	70	-275	118
55	4	60	0	118
56	4	55	0	118
57	3	55	0	118
58	4	65	0	118
59	3	55	-25	118
60	3	65	-75	118
61	4	80	0	118
62	4	40	0	118
63	4	80	0	118
64	4	40	0	118
65	4	65	0	118
66	4	55	-300	118
67	4	60	0	118
68	4	65	0	118
69	4	75	0	118
70	4	60	0	118
71	4	65	0	118
72	4	75	-325	118
73	4	85	0	118
74	4	45	0	118
75	4	55	0	118
76	4	70	0	118
77	4	55	0	118
78	4	70	0	118
79	4	80	0	118
80	4	65	0	118
81	4	70	0	118
82	4	80	-350	118
83	4	90	0	118
84	4	50	0	118
85	4	60	0	118
86	4	75	0	118
87	4	60	0	118
88	4	75	0	118
89	4	85	0	118
90	4	70	0	118
91	4	75	0	118
92	4	85	0	118
93	4	95	0	118
94	4	55	0	118
95	4	65	-375	118
96	4	80	0	118
97	4	65	0	118
1	4	50	0	121
2	3	50	0	121
3	1	100	0	121
4	2	100	0	121
5	1	120	0	121
6	4	40	0	121
7	3	60	0	121
8	4	45	0	121
9	1	80	-150	121
10	2	80	0	121
11	1	90	0	121
12	3	40	-50	121
13	4	45	0	121
14	1	110	-300	121
15	1	100	0	121
16	2	110	0	121
17	4	55	0	121
18	1	80	-200	121
19	3	55	0	121
20	4	60	0	121
21	1	120	0	121
22	1	110	-250	121
23	3	55	-50	121
24	4	40	0	121
25	1	90	-350	121
26	1	110	0	121
27	1	130	-350	121
28	3	45	0	121
29	1	90	0	121
30	4	55	0	121
31	2	120	0	121
32	3	50	-50	121
33	1	100	-250	121
34	4	50	0	121
35	2	90	0	121
36	3	45	0	121
37	4	60	-250	121
38	1	120	-200	121
39	3	60	-50	121
40	4	55	0	121
41	2	100	0	121
42	1	110	0	121
43	2	90	0	121
44	3	40	-50	121
45	4	40	0	121
46	2	120	0	121
47	3	55	0	121
48	1	90	-300	121
49	4	60	0	121
50	4	40	0	121
51	1	130	-150	121
52	1	120	-250	121
53	1	100	0	121
54	1	120	-250	121
55	1	140	-300	121
56	1	110	0	121
57	1	110	-350	121
58	1	100	0	121
59	1	120	-200	121
60	2	110	-1250	121
61	3	55	-25	121
62	4	45	0	121
63	1	130	-250	121
64	1	110	-150	121
65	3	65	-75	121
66	4	55	0	121
67	1	140	-250	121
68	3	45	0	121
69	2	80	0	121
70	4	65	0	121
71	1	120	0	121
72	1	130	-350	121
73	3	70	-25	121
74	2	110	0	121
75	4	70	0	121
76	1	120	-200	121
77	3	40	0	121
78	4	50	0	121
79	1	140	-250	121
80	1	130	-250	121
81	1	110	-150	121
82	2	100	0	121
83	3	50	-25	121
84	4	70	-275	121
85	3	60	-75	121
86	1	150	0	121
87	2	90	0	121
88	4	60	0	121
89	3	70	0	121
90	4	55	0	121
91	1	140	-150	121
92	2	130	-1500	121
93	1	120	-300	121
94	3	40	-50	121
95	4	65	0	121
96	1	150	-350	121
97	2	120	0	121
98	3	60	0	121
99	4	80	0	121
100	1	110	0	121
1	2	100	0	122
2	4	50	0	122
3	3	50	0	122
4	2	80	0	122
5	3	60	0	122
6	4	40	0	122
7	2	110	0	122
8	2	120	0	122
9	1	100	0	122
10	3	40	-50	122
11	4	45	0	122
12	2	90	0	122
13	2	100	0	122
14	4	45	0	122
15	1	120	0	122
16	1	80	-150	122
17	2	90	0	122
18	4	55	0	122
19	3	55	0	122
20	2	120	0	122
21	2	110	-1250	122
22	3	55	-50	122
23	4	60	0	122
24	1	90	0	122
25	1	110	-300	122
26	2	80	0	122
27	3	45	0	122
28	2	110	0	122
29	3	50	-50	122
30	4	40	0	122
31	2	100	0	122
32	1	100	0	122
33	1	80	-200	122
34	3	45	0	122
35	4	55	0	122
36	3	60	-50	122
37	4	50	0	122
38	4	60	-250	122
39	3	40	-50	122
40	2	90	0	122
41	2	130	-1500	122
42	4	55	0	122
43	1	120	0	122
44	3	55	0	122
45	4	40	0	122
46	1	110	-250	122
47	2	120	0	122
48	3	55	-25	122
49	4	60	0	122
50	3	65	-75	122
51	2	130	0	122
52	1	90	-350	122
53	2	110	0	122
54	4	40	0	122
55	3	45	0	122
56	3	70	-25	122
57	3	40	0	122
58	4	45	0	122
59	2	90	0	122
60	2	100	0	122
61	2	120	0	122
62	3	50	-25	122
63	4	55	0	122
64	4	65	0	122
65	4	70	0	122
66	1	110	0	122
67	3	60	-75	122
68	1	130	-350	122
69	2	120	-1750	122
70	4	50	0	122
71	3	70	0	122
72	4	70	-275	122
73	2	110	0	122
74	2	140	0	122
75	2	130	0	122
76	3	40	-50	122
77	4	60	0	122
78	4	55	0	122
79	1	90	0	122
80	1	100	-250	122
81	2	100	0	122
82	2	110	0	122
83	4	65	0	122
84	3	60	0	122
85	1	120	-200	122
86	4	80	0	122
87	4	40	0	122
88	2	120	0	122
89	3	65	-25	122
90	1	110	0	122
91	4	80	0	122
92	3	55	0	122
93	4	40	0	122
94	3	80	-50	122
95	1	90	-300	122
96	4	65	0	122
97	3	40	-25	122
98	4	55	-300	122
99	2	120	0	122
100	3	60	-50	122
1	2	100	0	123
2	2	80	0	123
3	3	50	0	123
4	2	110	0	123
5	1	100	0	123
6	4	50	0	123
7	4	40	0	123
8	2	120	0	123
9	3	60	0	123
10	1	120	0	123
11	2	90	0	123
12	1	80	-150	123
13	1	90	0	123
14	1	110	-300	123
15	2	100	0	123
16	2	90	0	123
17	3	40	-50	123
18	4	45	0	123
19	2	120	0	123
20	2	110	-1250	123
21	1	100	0	123
22	1	80	-200	123
23	2	80	0	123
24	3	55	0	123
25	3	55	-50	123
26	4	45	0	123
27	4	55	0	123
28	2	110	0	123
29	2	100	0	123
30	2	90	0	123
31	2	130	-1500	123
32	1	120	0	123
33	1	110	-250	123
34	3	45	0	123
35	3	50	-50	123
36	2	120	0	123
37	2	130	0	123
38	2	110	0	123
39	2	90	0	123
40	4	60	0	123
41	4	40	0	123
42	2	100	0	123
43	4	55	0	123
44	4	50	0	123
45	2	120	0	123
46	1	90	-350	123
47	2	120	-1750	123
48	3	45	0	123
49	3	60	-50	123
50	3	40	-50	123
51	2	110	0	123
52	2	140	0	123
53	2	130	0	123
54	4	60	-250	123
55	2	100	0	123
56	1	110	0	123
57	2	110	0	123
58	3	55	0	123
59	4	55	0	123
60	2	120	0	123
61	1	130	-350	123
62	2	120	0	123
63	3	55	-25	123
64	2	140	0	123
65	4	40	0	123
66	4	60	0	123
67	4	40	0	123
68	4	45	0	123
69	4	55	0	123
70	2	110	0	123
71	2	130	0	123
72	3	65	-75	123
73	3	45	0	123
74	3	70	-25	123
75	3	40	0	123
76	4	65	0	123
77	2	140	-2000	123
78	4	70	0	123
79	4	50	0	123
80	4	70	-275	123
81	4	60	0	123
82	1	90	0	123
83	2	120	0	123
84	3	50	-25	123
85	4	55	0	123
86	4	65	0	123
87	2	110	0	123
88	2	130	0	123
89	4	80	0	123
90	2	150	0	123
91	4	40	0	123
92	2	110	0	123
93	1	100	-250	123
94	3	60	-75	123
95	4	80	0	123
96	4	40	0	123
97	4	65	0	123
98	2	150	0	123
99	2	120	0	123
100	3	70	0	123
1	2	100	0	124
2	3	50	0	124
3	3	60	0	124
4	3	40	-50	124
5	2	80	0	124
6	4	50	0	124
7	1	100	0	124
8	4	40	0	124
9	2	110	0	124
10	2	120	0	124
11	1	120	0	124
12	4	45	0	124
13	3	55	0	124
14	1	80	-150	124
15	3	55	-50	124
16	4	45	0	124
17	4	55	0	124
18	1	90	0	124
19	4	60	0	124
20	4	40	0	124
21	4	55	0	124
22	1	110	-300	124
23	4	50	0	124
24	4	60	-250	124
25	2	90	0	124
26	3	45	0	124
27	1	100	0	124
28	4	55	0	124
29	4	40	0	124
30	3	50	-50	124
31	1	80	-200	124
32	4	60	0	124
33	3	45	0	124
34	4	40	0	124
35	2	100	0	124
36	2	90	0	124
37	1	120	0	124
38	4	45	0	124
39	3	60	-50	124
40	1	110	-250	124
41	4	55	0	124
42	4	65	0	124
43	4	70	0	124
44	3	40	-50	124
45	1	90	-350	124
46	4	50	0	124
47	4	70	-275	124
48	4	60	0	124
49	2	120	0	124
50	2	110	-1250	124
51	4	55	0	124
52	3	55	0	124
53	1	110	0	124
54	4	65	0	124
55	2	80	0	124
56	3	55	-25	124
57	1	130	-350	124
58	4	80	0	124
59	3	65	-75	124
60	2	110	0	124
61	1	90	0	124
62	4	40	0	124
63	3	45	0	124
64	2	100	0	124
65	4	80	0	124
66	1	100	-250	124
67	4	40	0	124
68	3	70	-25	124
69	2	90	0	124
70	4	65	0	124
71	1	120	-200	124
72	3	40	0	124
73	4	55	-300	124
74	2	130	-1500	124
75	4	60	0	124
76	3	50	-25	124
77	1	110	0	124
78	2	120	0	124
79	3	60	-75	124
80	4	65	0	124
81	1	90	-300	124
82	3	70	0	124
83	2	130	0	124
84	4	75	0	124
85	1	130	-150	124
86	2	110	0	124
87	4	60	0	124
88	3	40	-50	124
89	2	90	0	124
90	4	65	0	124
91	3	60	0	124
92	1	120	-250	124
93	4	75	-325	124
94	3	65	-25	124
95	4	85	0	124
96	4	45	0	124
97	1	100	0	124
98	4	55	0	124
99	2	100	0	124
100	3	55	0	124
1	1	100	0	126
2	1	120	0	126
3	4	50	0	126
4	3	50	0	126
5	3	60	0	126
6	1	80	-150	126
7	1	90	0	126
8	1	110	-300	126
9	1	100	0	126
10	1	80	-200	126
11	1	120	0	126
12	4	40	0	126
13	3	40	-50	126
14	2	100	0	126
15	1	110	-250	126
16	1	90	-350	126
17	1	110	0	126
18	1	130	-350	126
19	1	90	0	126
20	2	80	0	126
21	3	55	0	126
22	4	45	0	126
23	1	100	-250	126
24	1	120	-200	126
25	1	110	0	126
26	1	90	-300	126
27	1	130	-150	126
28	1	120	-250	126
29	1	100	0	126
30	1	120	-250	126
31	1	140	-300	126
32	1	110	0	126
33	4	45	0	126
34	3	55	-50	126
35	2	110	0	126
36	4	55	0	126
37	2	120	0	126
38	4	60	0	126
39	2	90	0	126
40	4	40	0	126
41	2	100	0	126
42	4	55	0	126
43	2	90	0	126
44	4	50	0	126
45	2	120	0	126
46	4	60	-250	126
47	2	110	-1250	126
48	3	45	0	126
49	1	110	-350	126
50	2	80	0	126
51	3	50	-50	126
52	3	45	0	126
53	4	55	0	126
54	1	100	0	126
55	3	60	-50	126
56	4	40	0	126
57	1	120	-200	126
58	1	130	-250	126
59	1	110	-150	126
60	3	40	-50	126
61	4	60	0	126
62	2	110	0	126
63	2	100	0	126
64	3	55	0	126
65	1	140	-250	126
66	3	55	-25	126
67	2	90	0	126
68	4	40	0	126
69	4	45	0	126
70	4	55	0	126
71	4	65	0	126
72	4	70	0	126
73	4	50	0	126
74	4	70	-275	126
75	4	60	0	126
76	1	120	0	126
77	4	55	0	126
78	2	130	-1500	126
79	2	120	0	126
80	4	65	0	126
81	1	130	-350	126
82	4	80	0	126
83	4	40	0	126
84	4	80	0	126
85	3	65	-75	126
86	2	130	0	126
87	4	40	0	126
88	4	65	0	126
89	4	55	-300	126
90	3	45	0	126
91	3	70	-25	126
92	3	40	0	126
93	4	60	0	126
94	2	110	0	126
95	3	50	-25	126
96	3	60	-75	126
97	4	65	0	126
98	4	75	0	126
99	4	60	0	126
100	4	65	0	126
1	3	50	0	127
2	1	100	0	127
3	4	50	0	127
4	2	100	0	127
5	3	60	0	127
6	3	40	-50	127
7	3	55	0	127
8	1	120	0	127
9	1	80	-150	127
10	1	90	0	127
11	1	110	-300	127
12	2	80	0	127
13	2	110	0	127
14	2	120	0	127
15	2	90	0	127
16	2	100	0	127
17	2	90	0	127
18	2	120	0	127
19	2	110	-1250	127
20	4	40	0	127
21	4	45	0	127
22	4	45	0	127
23	4	55	0	127
24	3	55	-50	127
25	4	60	0	127
26	4	40	0	127
27	4	55	0	127
28	4	50	0	127
29	4	60	-250	127
30	4	55	0	127
31	4	40	0	127
32	4	60	0	127
33	4	40	0	127
34	4	45	0	127
35	4	55	0	127
36	4	65	0	127
37	4	70	0	127
38	4	50	0	127
39	4	70	-275	127
40	3	45	0	127
41	2	80	0	127
42	1	100	0	127
43	2	110	0	127
44	3	50	-50	127
45	4	60	0	127
46	1	80	-200	127
47	2	100	0	127
48	2	90	0	127
49	2	130	-1500	127
50	3	45	0	127
51	3	60	-50	127
52	3	40	-50	127
53	1	120	0	127
54	1	110	-250	127
55	1	90	-350	127
56	2	120	0	127
57	4	55	0	127
58	2	130	0	127
59	2	110	0	127
60	4	65	0	127
61	2	90	0	127
62	4	80	0	127
63	2	100	0	127
64	4	40	0	127
65	2	120	0	127
66	4	80	0	127
67	2	120	-1750	127
68	2	110	0	127
69	2	140	0	127
70	2	130	0	127
71	2	100	0	127
72	1	110	0	127
73	1	130	-350	127
74	2	110	0	127
75	2	120	0	127
76	2	120	0	127
77	2	140	0	127
78	2	110	0	127
79	2	130	0	127
80	2	140	-2000	127
81	4	40	0	127
82	4	65	0	127
83	4	55	-300	127
84	4	60	0	127
85	3	55	0	127
86	2	120	0	127
87	1	90	0	127
88	2	110	0	127
89	3	55	-25	127
90	4	65	0	127
91	1	100	-250	127
92	2	130	0	127
93	3	65	-75	127
94	2	150	0	127
95	1	120	-200	127
96	2	110	0	127
97	3	45	0	127
98	4	75	0	127
99	1	110	0	127
100	2	150	0	127
1	1	100	0	128
2	2	100	0	128
3	3	50	0	128
4	3	60	0	128
5	3	40	-50	128
6	4	50	0	128
7	4	40	0	128
8	4	45	0	128
9	4	45	0	128
10	4	55	0	128
11	4	60	0	128
12	4	40	0	128
13	4	55	0	128
14	4	50	0	128
15	4	60	-250	128
16	3	55	0	128
17	3	55	-50	128
18	4	55	0	128
19	3	45	0	128
20	4	40	0	128
21	3	50	-50	128
22	4	60	0	128
23	3	45	0	128
24	3	60	-50	128
25	4	40	0	128
26	4	45	0	128
27	3	40	-50	128
28	4	55	0	128
29	3	55	0	128
30	3	55	-25	128
31	4	65	0	128
32	3	65	-75	128
33	4	70	0	128
34	4	50	0	128
35	4	70	-275	128
36	3	45	0	128
37	3	70	-25	128
38	3	40	0	128
39	4	60	0	128
40	3	50	-25	128
41	4	55	0	128
42	4	65	0	128
43	3	60	-75	128
44	4	80	0	128
45	4	40	0	128
46	3	70	0	128
47	3	40	-50	128
48	4	80	0	128
49	4	40	0	128
50	4	65	0	128
51	4	55	-300	128
52	3	60	0	128
53	4	60	0	128
54	4	65	0	128
55	4	75	0	128
