"trial"	"deck"	"gain"	"loss"	"subjID"
97	2	140	-2000	142
98	3	55	-75	142
99	4	55	0	142
100	3	75	-25	142
1	3	50	0	145
2	1	100	0	145
3	2	100	0	145
4	2	80	0	145
5	4	50	0	145
6	4	40	0	145
7	3	60	0	145
8	1	120	0	145
9	1	80	-150	145
10	4	45	0	145
11	4	45	0	145
12	3	40	-50	145
13	2	110	0	145
14	2	120	0	145
15	4	55	0	145
16	1	90	0	145
17	2	90	0	145
18	3	55	0	145
19	1	110	-300	145
20	4	60	0	145
21	1	100	0	145
22	2	100	0	145
23	2	90	0	145
24	3	55	-50	145
25	1	80	-200	145
26	1	120	0	145
27	2	120	0	145
28	2	110	-1250	145
29	1	110	-250	145
30	3	45	0	145
31	2	80	0	145
32	1	90	-350	145
33	1	110	0	145
34	1	130	-350	145
35	3	50	-50	145
36	1	90	0	145
37	2	110	0	145
38	4	40	0	145
39	4	55	0	145
40	3	45	0	145
41	4	50	0	145
42	1	100	-250	145
43	3	60	-50	145
44	4	60	-250	145
45	2	100	0	145
46	3	40	-50	145
47	1	120	-200	145
48	2	90	0	145
49	3	55	0	145
50	4	55	0	145
51	3	55	-25	145
52	3	65	-75	145
53	4	40	0	145
54	1	110	0	145
55	2	130	-1500	145
56	1	90	-300	145
57	2	120	0	145
58	2	130	0	145
59	3	45	0	145
60	3	70	-25	145
61	4	60	0	145
62	3	40	0	145
63	4	40	0	145
64	1	130	-150	145
65	2	110	0	145
66	3	50	-25	145
67	4	45	0	145
68	3	60	-75	145
69	4	55	0	145
70	3	70	0	145
71	3	40	-50	145
72	4	65	0	145
73	4	70	0	145
74	3	60	0	145
75	3	65	-25	145
76	1	120	-250	145
77	3	55	0	145
78	3	80	-50	145
79	4	50	0	145
80	4	70	-275	145
81	4	60	0	145
82	4	55	0	145
83	3	40	-25	145
84	4	65	0	145
85	4	80	0	145
86	3	60	-50	145
87	3	55	0	145
88	2	90	0	145
89	2	100	0	145
90	3	65	-25	145
91	4	40	0	145
92	4	80	0	145
93	3	40	-75	145
94	1	100	0	145
95	3	80	-50	145
96	4	40	0	145
97	2	120	0	145
98	4	65	0	145
99	3	65	-25	145
100	1	120	-250	145
1	1	100	0	149
2	4	50	0	149
3	4	40	0	149
4	4	45	0	149
5	2	100	0	149
6	2	80	0	149
7	2	110	0	149
8	3	50	0	149
9	3	60	0	149
10	4	45	0	149
11	4	55	0	149
12	1	120	0	149
13	1	80	-150	149
14	2	120	0	149
15	2	90	0	149
16	2	100	0	149
17	2	90	0	149
18	2	120	0	149
19	4	60	0	149
20	4	40	0	149
21	4	55	0	149
22	4	50	0	149
23	4	60	-250	149
24	4	55	0	149
25	3	40	-50	149
26	3	55	0	149
27	3	55	-50	149
28	2	110	-1250	149
29	1	90	0	149
30	1	110	-300	149
31	2	80	0	149
32	2	110	0	149
33	3	45	0	149
34	3	50	-50	149
35	3	45	0	149
36	2	100	0	149
37	2	90	0	149
38	4	40	0	149
39	4	60	0	149
40	1	100	0	149
41	1	80	-200	149
42	3	60	-50	149
43	2	130	-1500	149
44	4	40	0	149
45	4	45	0	149
46	4	55	0	149
47	4	65	0	149
48	1	120	0	149
49	1	110	-250	149
50	3	40	-50	149
51	3	55	0	149
52	3	55	-25	149
53	2	120	0	149
54	2	130	0	149
55	2	110	0	149
56	3	65	-75	149
57	3	45	0	149
58	4	70	0	149
59	4	50	0	149
60	4	70	-275	149
61	1	90	-350	149
62	1	110	0	149
63	2	90	0	149
64	3	70	-25	149
65	4	60	0	149
66	1	130	-350	149
67	2	100	0	149
68	3	40	0	149
69	4	55	0	149
70	4	65	0	149
71	3	50	-25	149
72	3	60	-75	149
73	2	120	0	149
74	2	120	-1750	149
75	2	110	0	149
76	2	140	0	149
77	4	80	0	149
78	4	40	0	149
79	4	80	0	149
80	1	90	0	149
81	1	100	-250	149
82	2	130	0	149
83	2	100	0	149
84	2	110	0	149
85	3	70	0	149
86	3	40	-50	149
87	4	40	0	149
88	4	65	0	149
89	3	60	0	149
90	3	65	-25	149
91	3	55	0	149
92	3	80	-50	149
93	1	120	-200	149
94	2	120	0	149
95	3	40	-25	149
96	4	55	-300	149
97	4	60	0	149
98	3	60	-50	149
99	2	120	0	149
100	1	110	0	149
1	2	100	0	151
2	4	50	0	151
3	2	80	0	151
4	3	50	0	151
5	1	100	0	151
6	1	120	0	151
7	1	80	-150	151
8	2	110	0	151
9	2	120	0	151
10	2	90	0	151
11	2	100	0	151
12	1	90	0	151
13	1	110	-300	151
14	4	40	0	151
15	2	90	0	151
16	2	120	0	151
17	3	60	0	151
18	3	40	-50	151
19	1	100	0	151
20	1	80	-200	151
21	2	110	-1250	151
22	4	45	0	151
23	3	55	0	151
24	1	120	0	151
25	1	110	-250	151
26	2	80	0	151
27	1	90	-350	151
28	4	45	0	151
29	3	55	-50	151
30	2	110	0	151
31	1	110	0	151
32	1	130	-350	151
33	2	100	0	151
34	2	90	0	151
35	3	45	0	151
36	4	55	0	151
37	4	60	0	151
38	1	90	0	151
39	2	130	-1500	151
40	1	100	-250	151
41	2	120	0	151
42	2	130	0	151
43	1	120	-200	151
44	2	110	0	151
45	3	50	-50	151
46	4	40	0	151
47	2	90	0	151
48	1	110	0	151
49	2	100	0	151
50	4	55	0	151
51	3	45	0	151
52	4	50	0	151
53	3	60	-50	151
54	2	120	0	151
55	2	120	-1750	151
56	3	40	-50	151
57	4	60	-250	151
58	3	55	0	151
59	2	110	0	151
60	1	90	-300	151
61	4	55	0	151
62	3	55	-25	151
63	2	140	0	151
64	1	130	-150	151
65	4	40	0	151
66	3	65	-75	151
67	2	130	0	151
68	4	60	0	151
69	3	45	0	151
70	1	120	-250	151
71	2	100	0	151
72	3	70	-25	151
73	4	40	0	151
74	1	100	0	151
75	2	110	0	151
76	4	45	0	151
77	3	40	0	151
78	3	50	-25	151
79	1	120	-250	151
80	2	120	0	151
81	4	55	0	151
82	3	60	-75	151
83	4	65	0	151
84	2	120	0	151
85	3	70	0	151
86	1	140	-300	151
87	2	140	0	151
88	4	70	0	151
89	3	40	-50	151
90	1	110	0	151
91	2	110	0	151
92	4	50	0	151
93	3	60	0	151
94	4	70	-275	151
95	2	130	0	151
96	3	65	-25	151
97	3	55	0	151
98	3	80	-50	151
99	2	140	-2000	151
100	3	40	-25	151
1	3	50	0	154
2	3	60	0	154
3	2	100	0	154
4	1	100	0	154
5	4	50	0	154
6	1	120	0	154
7	1	80	-150	154
8	2	80	0	154
9	3	40	-50	154
10	1	90	0	154
11	3	55	0	154
12	1	110	-300	154
13	4	40	0	154
14	2	110	0	154
15	3	55	-50	154
16	1	100	0	154
17	3	45	0	154
18	4	45	0	154
19	2	120	0	154
20	1	80	-200	154
21	4	45	0	154
22	2	90	0	154
23	1	120	0	154
24	3	50	-50	154
25	2	100	0	154
26	2	90	0	154
27	2	120	0	154
28	2	110	-1250	154
29	4	55	0	154
30	2	80	0	154
31	3	45	0	154
32	1	110	-250	154
33	1	90	-350	154
34	2	110	0	154
35	4	60	0	154
36	4	40	0	154
37	2	100	0	154
38	1	110	0	154
39	3	60	-50	154
40	2	90	0	154
41	1	130	-350	154
42	3	40	-50	154
43	1	90	0	154
44	1	100	-250	154
45	4	55	0	154
46	4	50	0	154
47	2	130	-1500	154
48	1	120	-200	154
49	1	110	0	154
50	1	90	-300	154
51	1	130	-150	154
52	1	120	-250	154
53	3	55	0	154
54	2	120	0	154
55	1	100	0	154
56	3	55	-25	154
57	4	60	-250	154
58	3	65	-75	154
59	1	120	-250	154
60	3	45	0	154
61	3	70	-25	154
62	2	130	0	154
63	4	55	0	154
64	1	140	-300	154
65	2	110	0	154
66	4	40	0	154
67	3	40	0	154
68	2	90	0	154
69	4	60	0	154
70	3	50	-25	154
71	2	100	0	154
72	4	40	0	154
73	2	120	0	154
74	4	45	0	154
75	2	120	-1750	154
76	1	110	0	154
77	3	60	-75	154
78	2	110	0	154
79	3	70	0	154
80	1	110	-350	154
81	2	140	0	154
82	4	55	0	154
83	2	130	0	154
84	4	65	0	154
85	3	40	-50	154
86	2	100	0	154
87	4	70	0	154
88	2	110	0	154
89	4	50	0	154
90	2	120	0	154
91	4	70	-275	154
92	3	60	0	154
93	3	65	-25	154
94	4	60	0	154
95	2	120	0	154
96	3	55	0	154
97	4	55	0	154
98	2	140	0	154
99	3	80	-50	154
100	4	65	0	154
1	4	50	0	155
2	4	40	0	155
3	4	45	0	155
4	4	45	0	155
5	4	55	0	155
6	4	60	0	155
7	4	40	0	155
8	4	55	0	155
9	4	50	0	155
10	4	60	-250	155
11	3	50	0	155
12	3	60	0	155
13	3	40	-50	155
14	2	100	0	155
15	2	80	0	155
16	2	110	0	155
17	2	120	0	155
18	2	90	0	155
19	2	100	0	155
20	2	90	0	155
21	2	120	0	155
22	2	110	-1250	155
23	2	80	0	155
24	2	110	0	155
25	2	100	0	155
26	2	90	0	155
27	2	130	-1500	155
28	3	55	0	155
29	4	55	0	155
30	2	120	0	155
31	1	100	0	155
32	2	130	0	155
33	2	110	0	155
34	1	120	0	155
35	3	55	-50	155
36	2	90	0	155
37	4	40	0	155
38	2	100	0	155
39	1	80	-150	155
40	3	45	0	155
41	4	60	0	155
42	2	120	0	155
43	3	50	-50	155
44	4	40	0	155
45	1	90	0	155
46	2	120	-1750	155
47	2	110	0	155
48	2	140	0	155
49	3	45	0	155
50	4	45	0	155
51	1	110	-300	155
52	2	130	0	155
53	3	60	-50	155
54	4	55	0	155
55	2	100	0	155
56	1	100	0	155
57	2	110	0	155
58	3	40	-50	155
59	3	55	0	155
60	2	120	0	155
61	4	65	0	155
62	2	120	0	155
63	4	70	0	155
64	3	55	-25	155
65	2	140	0	155
66	1	80	-200	155
67	3	65	-75	155
68	2	110	0	155
69	4	50	0	155
70	2	130	0	155
71	3	45	0	155
72	2	140	-2000	155
73	2	120	0	155
74	3	70	-25	155
75	4	70	-275	155
76	2	110	0	155
77	2	130	0	155
78	1	120	0	155
79	1	110	-250	155
80	2	150	0	155
81	1	90	-350	155
82	3	40	0	155
83	2	110	0	155
84	4	60	0	155
85	3	50	-25	155
86	3	60	-75	155
87	2	150	0	155
88	1	110	0	155
89	2	120	0	155
90	3	70	0	155
91	2	140	0	155
92	3	40	-50	155
93	4	55	0	155
94	4	65	0	155
95	1	130	-350	155
96	1	90	0	155
97	3	60	0	155
98	2	140	0	155
99	4	80	0	155
100	4	40	0	155
1	3	50	0	160
2	4	50	0	160
3	1	100	0	160
4	2	100	0	160
5	3	60	0	160
6	1	120	0	160
7	4	40	0	160
8	3	40	-50	160
9	2	80	0	160
10	3	55	0	160
11	2	110	0	160
12	4	45	0	160
13	3	55	-50	160
14	1	80	-150	160
15	4	45	0	160
16	4	55	0	160
17	3	45	0	160
18	2	120	0	160
19	1	90	0	160
20	4	60	0	160
21	1	110	-300	160
22	3	50	-50	160
23	2	90	0	160
24	4	40	0	160
25	4	55	0	160
26	1	100	0	160
27	2	100	0	160
28	3	45	0	160
29	2	90	0	160
30	4	50	0	160
31	1	80	-200	160
32	3	60	-50	160
33	3	40	-50	160
34	3	55	0	160
35	2	120	0	160
36	1	120	0	160
37	4	60	-250	160
38	2	110	-1250	160
39	2	80	0	160
40	3	55	-25	160
41	1	110	-250	160
42	4	55	0	160
43	3	65	-75	160
44	2	110	0	160
45	1	90	-350	160
46	4	40	0	160
47	3	45	0	160
48	2	100	0	160
49	1	110	0	160
50	4	60	0	160
51	3	70	-25	160
52	2	90	0	160
53	1	130	-350	160
54	4	40	0	160
55	3	40	0	160
56	2	130	-1500	160
57	1	90	0	160
58	3	50	-25	160
59	2	120	0	160
60	4	45	0	160
61	3	60	-75	160
62	2	130	0	160
63	2	110	0	160
64	4	55	0	160
65	2	90	0	160
66	4	65	0	160
67	2	100	0	160
68	4	70	0	160
69	2	120	0	160
70	4	50	0	160
71	3	70	0	160
72	1	100	-250	160
73	2	120	-1750	160
74	4	70	-275	160
75	2	110	0	160
76	3	40	-50	160
77	4	60	0	160
78	1	120	-200	160
79	3	60	0	160
80	4	55	0	160
81	1	110	0	160
82	4	65	0	160
83	2	140	0	160
84	3	65	-25	160
85	2	130	0	160
86	4	80	0	160
87	1	90	-300	160
88	3	55	0	160
89	2	100	0	160
90	4	40	0	160
91	1	130	-150	160
92	2	110	0	160
93	3	80	-50	160
94	4	80	0	160
95	3	40	-25	160
96	2	120	0	160
97	1	120	-250	160
98	2	120	0	160
99	3	60	-50	160
100	4	40	0	160
1	3	50	0	166
2	3	60	0	166
3	4	50	0	166
4	4	40	0	166
5	4	45	0	166
6	3	40	-50	166
7	1	100	0	166
8	1	120	0	166
9	1	80	-150	166
10	2	100	0	166
11	1	90	0	166
12	4	45	0	166
13	4	55	0	166
14	1	110	-300	166
15	2	80	0	166
16	2	110	0	166
17	1	100	0	166
18	1	80	-200	166
19	1	120	0	166
20	3	55	0	166
21	1	110	-250	166
22	2	120	0	166
23	2	90	0	166
24	2	100	0	166
25	1	90	-350	166
26	4	60	0	166
27	4	40	0	166
28	4	55	0	166
29	3	55	-50	166
30	4	50	0	166
31	3	45	0	166
32	4	60	-250	166
33	3	50	-50	166
34	3	45	0	166
35	3	60	-50	166
36	4	55	0	166
37	4	40	0	166
38	1	110	0	166
39	4	60	0	166
40	1	130	-350	166
41	4	40	0	166
42	3	40	-50	166
43	2	90	0	166
44	4	45	0	166
45	2	120	0	166
46	2	110	-1250	166
47	1	90	0	166
48	1	100	-250	166
49	4	55	0	166
50	4	65	0	166
51	3	55	0	166
52	3	55	-25	166
53	3	65	-75	166
54	3	45	0	166
55	3	70	-25	166
56	4	70	0	166
57	4	50	0	166
58	2	80	0	166
59	1	120	-200	166
60	4	70	-275	166
61	4	60	0	166
62	3	40	0	166
63	2	110	0	166
64	4	55	0	166
65	3	50	-25	166
66	3	60	-75	166
67	3	70	0	166
68	3	40	-50	166
69	4	65	0	166
70	2	100	0	166
71	4	80	0	166
72	4	40	0	166
73	4	80	0	166
74	3	60	0	166
75	4	40	0	166
76	3	65	-25	166
77	4	65	0	166
78	4	55	-300	166
79	2	90	0	166
80	3	55	0	166
81	1	110	0	166
82	1	90	-300	166
83	3	80	-50	166
84	4	60	0	166
85	4	65	0	166
86	4	75	0	166
87	4	60	0	166
88	4	65	0	166
89	4	75	-325	166
90	4	85	0	166
91	4	45	0	166
92	2	130	-1500	166
93	4	55	0	166
94	4	70	0	166
95	4	55	0	166
96	4	70	0	166
97	1	130	-150	166
98	4	80	0	166
99	4	65	0	166
100	4	70	0	166
1	3	50	0	176
2	3	60	0	176
3	4	50	0	176
4	2	100	0	176
5	1	100	0	176
6	3	40	-50	176
7	2	80	0	176
8	1	120	0	176
9	4	40	0	176
10	3	55	0	176
11	1	80	-150	176
12	2	110	0	176
13	2	120	0	176
14	3	55	-50	176
15	4	45	0	176
16	2	90	0	176
17	4	45	0	176
18	4	55	0	176
19	3	45	0	176
20	1	90	0	176
21	4	60	0	176
22	3	50	-50	176
23	2	100	0	176
24	1	110	-300	176
25	3	45	0	176
26	4	40	0	176
27	4	55	0	176
28	2	90	0	176
29	3	60	-50	176
30	4	50	0	176
31	4	60	-250	176
32	4	55	0	176
33	1	100	0	176
34	2	120	0	176
35	4	40	0	176
36	4	60	0	176
37	3	40	-50	176
38	3	55	0	176
39	2	110	-1250	176
40	4	40	0	176
41	3	55	-25	176
42	1	80	-200	176
43	3	65	-75	176
44	4	45	0	176
45	4	55	0	176
46	2	80	0	176
47	1	120	0	176
48	4	65	0	176
49	3	45	0	176
50	3	70	-25	176
51	2	110	0	176
52	2	100	0	176
53	4	70	0	176
54	4	50	0	176
55	1	110	-250	176
56	2	90	0	176
57	3	40	0	176
58	4	70	-275	176
59	2	130	-1500	176
60	1	90	-350	176
61	4	60	0	176
62	3	50	-25	176
63	4	55	0	176
64	4	65	0	176
65	2	120	0	176
66	2	130	0	176
67	1	110	0	176
68	4	80	0	176
69	3	60	-75	176
70	4	40	0	176
71	2	110	0	176
72	1	130	-350	176
73	2	90	0	176
74	3	70	0	176
75	4	80	0	176
76	4	40	0	176
77	1	90	0	176
78	2	100	0	176
79	4	65	0	176
80	4	55	-300	176
81	2	120	0	176
82	2	120	-1750	176
83	3	40	-50	176
84	1	100	-250	176
85	4	60	0	176
86	4	65	0	176
87	4	75	0	176
88	3	60	0	176
89	3	65	-25	176
90	3	55	0	176
91	1	120	-200	176
92	1	110	0	176
93	1	90	-300	176
94	4	60	0	176
95	3	80	-50	176
96	3	40	-25	176
97	2	110	0	176
98	4	65	0	176
99	2	140	0	176
100	1	130	-150	176
1	1	100	0	178
2	3	50	0	178
3	2	100	0	178
4	4	50	0	178
5	1	120	0	178
6	3	60	0	178
7	1	80	-150	178
8	3	40	-50	178
9	2	80	0	178
10	4	40	0	178
11	1	90	0	178
12	2	110	0	178
13	1	110	-300	178
14	4	45	0	178
15	2	120	0	178
16	2	90	0	178
17	1	100	0	178
18	3	55	0	178
19	2	100	0	178
20	1	80	-200	178
21	4	45	0	178
22	1	120	0	178
23	1	110	-250	178
24	3	55	-50	178
25	2	90	0	178
26	1	90	-350	178
27	3	45	0	178
28	4	55	0	178
29	1	110	0	178
30	2	120	0	178
31	1	130	-350	178
32	2	110	-1250	178
33	1	90	0	178
34	2	80	0	178
35	2	110	0	178
36	1	100	-250	178
37	2	100	0	178
38	1	120	-200	178
39	2	90	0	178
40	1	110	0	178
41	1	90	-300	178
42	2	130	-1500	178
43	2	120	0	178
44	1	130	-150	178
45	2	130	0	178
46	1	120	-250	178
47	2	110	0	178
48	1	100	0	178
49	2	90	0	178
50	1	120	-250	178
51	4	60	0	178
52	3	50	-50	178
53	2	100	0	178
54	2	120	0	178
55	2	120	-1750	178
56	1	140	-300	178
57	2	110	0	178
58	1	110	0	178
59	2	140	0	178
60	1	110	-350	178
61	2	130	0	178
62	1	100	0	178
63	1	120	-200	178
64	2	100	0	178
65	1	130	-250	178
66	1	110	-150	178
67	2	110	0	178
68	2	120	0	178
69	1	140	-250	178
70	1	120	0	178
71	2	120	0	178
72	2	140	0	178
73	2	110	0	178
74	1	130	-350	178
75	1	120	-200	178
76	2	130	0	178
77	2	140	-2000	178
78	1	140	-250	178
79	1	130	-250	178
80	2	120	0	178
81	1	110	-150	178
82	3	45	0	178
83	2	110	0	178
84	2	130	0	178
85	2	150	0	178
86	2	110	0	178
87	2	150	0	178
88	2	120	0	178
89	2	140	0	178
90	2	140	0	178
91	2	150	0	178
92	2	130	0	178
93	2	120	0	178
94	2	140	0	178
95	2	160	-2250	178
96	2	120	0	178
97	2	160	0	178
98	2	130	0	178
99	2	150	0	178
100	1	150	0	178
1	1	100	0	188
2	2	100	0	188
3	3	50	0	188
4	4	50	0	188
5	2	80	0	188
6	3	60	0	188
7	4	40	0	188
8	1	120	0	188
9	2	110	0	188
10	3	40	-50	188
11	1	80	-150	188
12	3	55	0	188
13	1	90	0	188
14	3	55	-50	188
15	3	45	0	188
16	2	120	0	188
17	4	45	0	188
18	2	90	0	188
19	2	100	0	188
20	3	50	-50	188
21	4	45	0	188
22	4	55	0	188
23	4	60	0	188
24	4	40	0	188
25	4	55	0	188
26	4	50	0	188
27	2	90	0	188
28	4	60	-250	188
29	3	45	0	188
30	3	60	-50	188
31	2	120	0	188
32	1	110	-300	188
33	2	110	-1250	188
34	4	55	0	188
35	4	40	0	188
36	4	60	0	188
37	4	40	0	188
38	4	45	0	188
39	4	55	0	188
40	4	65	0	188
41	4	70	0	188
42	4	50	0	188
43	4	70	-275	188
44	4	60	0	188
45	4	55	0	188
46	4	65	0	188
47	4	80	0	188
48	2	80	0	188
49	4	40	0	188
50	4	80	0	188
51	2	110	0	188
52	4	40	0	188
53	4	65	0	188
54	4	55	-300	188
55	4	60	0	188
56	2	100	0	188
57	4	65	0	188
58	4	75	0	188
59	4	60	0	188
60	4	65	0	188
61	4	75	-325	188
62	4	85	0	188
63	2	90	0	188
64	4	45	0	188
65	4	55	0	188
66	4	70	0	188
67	2	130	-1500	188
68	4	55	0	188
69	4	70	0	188
70	4	80	0	188
71	4	65	0	188
72	4	70	0	188
73	4	80	-350	188
74	2	120	0	188
75	4	90	0	188
76	4	50	0	188
77	4	60	0	188
78	4	75	0	188
79	4	60	0	188
80	4	75	0	188
81	4	85	0	188
82	4	70	0	188
83	3	40	-50	188
84	4	75	0	188
85	4	85	0	188
86	3	55	0	188
87	1	100	0	188
88	4	95	0	188
89	4	55	0	188
90	4	65	-375	188
91	3	55	-25	188
92	3	65	-75	188
93	4	80	0	188
94	3	45	0	188
95	4	65	0	188
1	3	50	0	189
2	3	60	0	189
3	3	40	-50	189
4	3	55	0	189
5	3	55	-50	189
6	3	45	0	189
7	3	50	-50	189
8	2	100	0	189
9	2	80	0	189
10	2	110	0	189
11	2	120	0	189
12	2	90	0	189
13	2	100	0	189
14	2	90	0	189
15	2	120	0	189
16	2	110	-1250	189
17	2	80	0	189
18	2	110	0	189
19	2	100	0	189
20	2	90	0	189
21	2	130	-1500	189
22	2	120	0	189
23	2	130	0	189
24	2	110	0	189
25	2	90	0	189
26	2	100	0	189
27	2	120	0	189
28	2	120	-1750	189
29	4	50	0	189
30	4	40	0	189
31	4	45	0	189
32	4	45	0	189
33	4	55	0	189
34	4	60	0	189
35	4	40	0	189
36	4	55	0	189
37	4	50	0	189
38	4	60	-250	189
39	4	55	0	189
40	4	40	0	189
41	4	60	0	189
42	1	100	0	189
43	1	120	0	189
44	3	45	0	189
45	2	110	0	189
46	4	40	0	189
47	1	80	-150	189
48	2	140	0	189
49	1	90	0	189
50	3	60	-50	189
51	4	45	0	189
52	4	55	0	189
53	4	65	0	189
54	4	70	0	189
55	4	50	0	189
